3.569252531297866238e+00,-5.554183698154963045e-01,-1.613177771735336274e-01
3.886067659555359821e+00,-1.503022374987564413e+00,1.445747109503409678e-01
4.379575272667120878e+00,-1.119840215255249793e+00,-6.942712937216460878e-01
4.629584007184029737e+00,-6.776821407865221136e-01,2.191910816263444584e-01
4.451529925735652427e+00,-1.524704828954811207e-02,-5.708598346989249839e-01
4.083693255442078396e+00,2.759993889294465874e-01,3.651158585232891496e-01
4.471667091313361375e+00,1.040087938444036020e+00,-2.319943158397716476e-01
4.782027533907898587e+00,1.047983242498665923e+00,7.665353556060625628e-01
5.195952805442177969e+00,2.761149347543838117e-01,1.969774261197116683e-01
5.550649917451534243e+00,1.231044196602343099e+00,-3.396700000700073052e-02
